"gene_id","SRR1177997","SRR1177999","SRR1178002","SRR1178014","SRR1178021","SRR1178047","SRR1177963","SRR1177964","SRR1177965"
"NM_001106217","1980","2045","1751","1530","1466","1382","1929","1838","1966"
"NM_001134543","723","639","666","830","1013","1057","827","746","697"
"NM_001004217","272","283","183","296","393","469","273","238","238"
"NM_001107469","46","25","35","27","25","40","24","10","28"
"NM_001012062","1883","2101","2047","1495","1674","1919","1749","1909","1648"
"NM_001108902","255","297","292","199","249","425","202","196","181"
"NM_001007690","213","221","167","587","787","1010","281","402","344"
"NM_001025638","4","6","6","12","8","5","6","0","6"
"NM_001126092","496","508","414","886","1184","1078","684","660","546"
"NM_012760","12","6","5","10","13","8","1","4","6"
"NM_001271310","0","0","0","0","0","0","0","0","0"
"NM_001014157","355","362","323","599","704","813","459","517","466"
"NM_001115028","34","45","22","40","48","47","26","27","52"
"NM_031350","566","625","487","438","556","474","758","782","662"
"NM_001004218","432","462","451","568","829","765","485","402","458"
"NM_001197092","0","0","0","0","0","0","0","0","0"
"NM_001025640","447","546","489","544","691","741","513","554","456"
"NM_012799","0","0","0","0","0","0","0","0","0"
"NM_053698","1370","1141","1169","405","337","450","493","500","363"
"NM_001107514","1486","1284","1237","958","799","1111","1075","1187","995"
"NM_001099647","260","252","258","263","433","555","245","244","250"
"NM_001037789","244","304","241","255","228","347","236","248","175"
"NM_001106265","2730","3600","3013","3353","3291","3794","2387","2342","2061"
"NM_001106269","0","0","0","0","0","0","0","0","0"
"NM_053783","1031","905","987","750","1017","984","839","789","683"
"NM_001003404","0","0","0","0","0","2","8","0","0"
"NM_001107521","0","0","0","0","4","2","0","0","0"
"NM_001034147","378","384","433","562","575","561","482","507","433"
"NM_001107522","0","0","0","0","0","0","0","0","0"
"NM_001290110","35","68","54","73","92","110","66","90","71"
"NM_001047852","1937","2036","1468","1480","2260","1929","2017","2186","2111"
"NM_001191088","10996","13132","11913","9645","9110","7748","10875","11300","9398"
"NM_001011934","1013","1113","1029","1642","2318","2291","1501","1522","1313"
"NM_001172116","4","0","11","2","0","0","4","0","0"
"NM_001277054","1055","1014","909","1129","1298","1676","831","906","888"
"NM_017134","13203","18296","19301","17506","29449","10232","17905","17539","13953"
"NM_022266","95","83","81","94","221","246","108","136","108"
"NM_175599","0","0","0","0","0","0","0","0","0"
"NM_175602","0","0","0","0","0","0","0","0","0"
"NM_175601","0","0","0","0","0","0","0","0","0"
"NM_175600","0","0","0","0","0","0","0","0","0"
"NM_175588","0","0","0","0","0","0","0","0","0"
"NM_175586","0","0","0","0","0","0","0","0","0"
"NM_175585","0","0","0","0","0","0","0","0","0"
"NM_175584","0","0","0","0","0","0","0","0","0"
"NM_175583","2","0","0","0","0","0","0","0","0"
"NM_001009650","0","0","0","0","0","0","0","0","0"
"NM_175591","0","0","0","0","0","0","0","0","0"
"NM_175590","0","0","0","0","0","0","0","0","0"
"NM_175587","0","0","0","0","0","0","0","0","0"
"NM_001009532","0","0","0","0","0","0","0","0","0"
"NM_001009975","0","0","0","0","0","0","0","0","0"
"NM_001025623","580","460","421","1499","2012","1556","18327","20037","17773"
"NM_134328","0","0","0","0","0","0","0","0","0"
"NM_001109136","761","862","801","466","487","478","1902","2051","1703"
"NM_001008512","0","0","0","0","0","0","0","0","0"
"NM_031709","100","86","82","138","285","256","119","135","114"
"NR_110684","25","13","13","40","45","42","27","20","22"
"NM_001271317","1","0","2","0","0","0","0","0","0"
"NM_001127201","228","218","255","234","258","293","235","229","214"
"NM_001032397","164","130","151","69","66","74","88","59","66"
"NM_001193568","9","13","9","2","0","3","5","5","1"
"NM_019232","38","34","19","13","4","7","3","10","6"
"NM_001193569","5","23","11","4","6","12","0","2","6"
"NM_001108459","0","0","0","0","0","0","2","0","0"
"NM_001106204","638","486","454","448","567","630","389","474","392"
"NM_001108460","116","154","91","192","300","292","163","132","175"
"NM_130417","2","6","8","12","6","8","4","8","6"
"NM_001100825","78","87","85","72","71","74","55","66","54"
"NM_001276433","0","0","0","0","0","0","0","0","0"
"NM_001246319","4","14","6","37","12","30","18","14","14"
"NM_001012060","358","324","309","465","453","599","378","402","341"
"NM_001007734","733","845","613","766","470","474","1082","1256","841"
"NM_001144859","4","0","0","4","0","0","2","0","2"
"NM_198766","257","257","213","241","405","365","198","284","232"
"NM_001109333","18","13","12","13","21","16","4","6","6"
"NM_001107452","929","926","847","1307","1553","1727","910","812","828"
"NM_001024964","658","773","614","670","797","803","612","616","515"
"NM_012654","2","0","0","0","0","0","0","0","0"
"NM_001039342","0","0","0","4","0","0","0","1","0"
"NM_001108461","67","122","81","59","59","35","183","142","88"
"NM_001011930","7","11","10","20","21","67","17","18","12"
"NM_001013144","1304","1418","1282","1499","1621","1787","1013","934","804"
"NM_053423","481","594","487","296","357","368","253","314","262"
"NM_017163","0","0","0","0","0","0","0","0","0"
"NM_001108240","4254","4232","4082","5218","5537","6096","3044","3411","2980"
"NM_001100735","110","154","121","124","120","201","133","110","96"
"NM_001025000","2437","2271","2177","2038","1116","995","1429","1385","1078"
"NM_001107460","92","104","150","130","96","195","124","172","128"
"NM_001033653","0","1","0","2","4","6","0","0","0"
"NM_001017447","330","414","350","526","663","696","400","312","298"
"NM_053991","0","2","2","0","0","0","0","0","0"
"NM_001106207","76","129","109","120","91","85","65","104","92"
"NM_001106206","45","43","38","62","64","87","42","58","34"
"NM_001025723","191","174","130","217","207","270","272","228","216"
"NM_001304733","0","0","0","0","0","0","0","0","0"
"NM_001304736","0","0","0","0","0","0","0","0","0"
"NM_001304735","0","0","0","0","0","0","0","0","0"
"NM_001304737","0","0","0","0","0","0","0","0","0"
"NM_001304740","0","0","0","0","0","0","0","0","0"
"NM_001304734","0","0","0","0","0","0","0","0","0"
"NM_001304738","0","0","0","0","0","0","0","0","0"
"NM_013071","0","0","0","0","0","0","0","0","0"
"NM_001038599","0","0","0","0","0","0","0","0","0"
"NM_001038597","0","0","0","0","0","0","0","0","0"
"NM_001170799","3","4","0","5","4","2","4","4","4"
"NM_001014172","224","240","211","197","283","229","196","246","208"
"NM_001109394","11","7","1","6","6","0","4","2","5"
"NM_001144860","405","458","391","591","651","698","426","455","387"
"NM_183334","0","2","4","4","3","8","8","4","2"
"NM_032071","0","1","1","0","1","4","0","0","1"
"NM_001113372","0","0","0","0","0","0","0","0","0"
"NM_001113371","5","1","7","11","19","9","6","4","3"
"NM_001126088","423","463","483","518","643","712","591","504","478"
"NM_001109137","290","372","368","289","389","341","297","297","292"
"NM_001130939","374","381","319","421","580","586","318","261","288"
"NM_031318","52","58","58","136","188","332","139","104","86"
"NM_019357","199","195","132","221","247","330","124","166","124"
"NM_001309449","22","18","18","15","20","20","6","7","12"
"NM_017051","3224","3408","3238","4448","5208","5598","3532","3525","3200"
"NM_001113544","11","13","9","20","6","15","16","10","6"
"NM_001113543","0","0","0","0","0","0","0","0","0"
"NM_001113542","343","321","370","413","508","422","327","386","348"
"NM_001006995","1044","1062","972","1945","362","725","923","907","689"
"NM_012757","2","0","0","0","0","1","0","2","0"
"NM_001106205","636","638","555","763","975","893","700","708","656"
"NM_012670","1011","1134","1009","1702","2148","2473","1386","1658","1273"
"NM_001025724","11","28","19","5","22","34","39","35","28"
"NM_001002281","2","0","0","0","0","0","0","0","0"
"NM_031584","0","2","0","0","2","4","0","0","0"
"NM_012697","4761","5812","4992","5278","4596","4794","2005","2445","1443"
"NM_053491","120651","136568","110881","55954","30973","26580","60993","66823","57373"
"NM_001107456","680","726","657","692","1009","835","702","738","568"
"NR_132441","14","10","2","8","18","12","8","10","6"
"NM_001106208","0","0","0","0","6","0","0","0","0"
"NM_001044277","0","0","0","0","0","0","0","0","0"
"NM_001106209","0","0","0","0","0","0","0","0","0"
"NM_001161835","0","0","0","0","0","0","0","0","0"
"NM_001108464","0","0","0","0","0","0","0","2","0"
"NM_133561","4356","5668","5369","3652","2251","2760","2623","2298","1949"
"NM_001013145","4","0","1","0","2","6","2","0","2"
"NM_001106210","651","784","685","610","776","949","638","727","584"
"NM_001107461","0","0","0","0","0","0","0","0","0"
"NM_001169136","0","0","0","0","0","0","0","0","0"
"NM_001169132","24","20","19","9","18","8","14","11","15"
"NM_001191619","0","0","0","0","0","0","0","0","0"
"NM_001099463","0","0","0","0","0","0","0","0","0"
"NM_001099464","0","0","0","0","0","0","0","0","0"
"NM_001099465","0","0","0","0","0","0","0","0","0"
"NM_001191559","2","4","0","9","2","2","8","6","2"
"NM_001024747","948","1026","923","1243","1270","1794","1071","1104","1103"
"NM_001103356","922","1104","1012","760","963","928","805","771","562"
"NM_032063","248","159","232","59","38","54","62","68","74"
"NM_001107466","700","924","809","806","816","945","846","812","705"
"NM_053590","2464","2631","2489","3818","4495","4573","3741","3781","3333"
"NM_001108903","103","165","129","56","52","36","118","106","71"
"NM_031638","247","308","269","416","361","597","381","349","323"
"NM_001107465","278","342","274","340","463","444","360","369","359"
"NM_001009687","185","216","174","421","536","626","376","359","326"
"NR_031868","0","0","0","0","0","0","0","0","0"
"NR_031857","0","0","0","0","0","0","0","0","0"
"NR_031805","0","0","0","0","0","0","0","0","0"
"NR_037379","0","0","0","0","0","0","0","0","0"
"NM_172323","2","0","0","2","2","1","1","0","0"
"NM_001106216","0","0","0","0","2","0","0","0","0"
"NM_001099470","0","0","0","0","0","0","0","0","0"
"NM_001167547","0","0","0","0","0","0","0","0","0"
"NM_001167548","0","0","0","0","0","0","0","0","0"
"NM_001167549","0","0","0","0","0","0","0","0","0"
"NM_001167572","0","0","0","0","0","0","0","0","0"
"NM_001107468","55","53","76","47","78","81","44","45","55"
"NM_001014158","146","161","158","143","101","67","174","149","143"
"NM_001111321","0","0","0","0","0","0","0","0","0"
"NM_001168642","44","35","50","56","54","74","54","91","69"
"NM_001099490","0","0","0","0","0","0","0","0","0"
"NM_001099655","2","2","0","0","4","3","0","0","6"
"NM_001099491","0","0","0","0","0","0","0","0","0"
"NM_001099492","0","0","0","0","0","0","0","0","0"
"NM_001013893","0","0","0","0","0","0","0","0","0"
"NM_001099493","0","0","0","0","0","0","0","0","0"
"NM_001099649","0","0","0","0","0","0","0","0","0"
"NM_001099482","0","0","0","0","0","0","0","0","0"
"NM_001099471","0","0","0","0","0","0","0","0","0"
"NM_031713","22","7","14","7","13","12","6","4","5"
"NM_001100123","6","2","0","4","0","8","0","0","2"
"NR_132729","0","0","0","0","0","0","0","0","0"
"NM_001313935","0","0","0","0","0","0","0","0","0"
"NR_132728","0","0","0","0","0","0","0","0","0"
"NM_001037357","63","56","19","27","51","81","31","42","60"
"NM_001313948","0","0","0","0","0","0","0","0","0"
"NM_001313924","0","0","0","0","0","0","0","0","0"
"NM_031108","0","0","0","0","0","0","0","0","0"
"NM_138870","102","102","84","109","155","182","245","214","205"
"NM_001134978","0","0","0","0","0","0","0","0","0"
"NM_001106218","158","168","125","180","126","180","266","274","256"
"NM_001313940","0","0","0","0","0","0","0","0","0"
"NM_001034104","26","10","16","12","23","18","13","4","10"
"NM_001106219","341","416","330","479","531","602","454","571","455"
"NM_001184973","15","15","22","10","58","21","178","225","223"
"NM_001107471","469","536","488","463","581","672","501","594","495"
"NR_037362","0","0","0","1","0","0","0","0","0"
"NR_032758","0","0","0","0","0","0","0","0","0"
"NM_080696","0","0","0","0","0","0","0","0","0"
"NM_080694","0","0","0","0","0","0","0","2","2"
"NM_001000538","0","0","0","0","0","0","0","0","2"
"NM_183332","1158","1117","1105","1974","2122","2154","1548","1636","1465"
"NM_080695","0","0","0","0","0","0","0","0","0"
"NM_012628","8","10","30","20","24","27","22","32","21"
"NR_032761","28","65","43","25","25","6","22","30","13"
"NR_036047","0","0","0","0","0","0","0","0","0"
"NR_036045","0","0","0","0","0","0","0","0","0"
"NM_001169142","725","1187","1303","854","640","260","596","506","500"
"NR_032760","27","76","35","22","13","4","22","37","32"
"NR_037337","27","96","63","43","20","4","21","43","22"
"NR_031939","28","81","50","46","17","11","23","40","15"
"NR_031938","27","72","46","42","32","15","18","41","29"
"NR_031937","58","105","79","52","36","20","28","43","34"
"NM_001025639","4","7","4","14","8","8","1479","1924","2200"
"NM_173130","0","0","0","0","0","0","0","0","0"
"NM_001099472","0","0","0","0","0","0","0","0","0"
"NM_001191620","55","90","76","110","124","158","69","105","85"
"NM_001025677","30","33","37","24","25","41","23","32","17"
"NM_001308536","40","81","97","57","92","85","75","53","40"
"NM_001107472","107","128","129","128","97","156","110","125","107"
"NM_001304816","667","753","636","1119","2278","1647","702","722","615"
"NR_130955","0","0","0","0","0","0","0","0","0"
"NR_106681","0","0","0","0","0","0","0","0","0"
"NM_001000110","0","0","0","0","0","0","0","0","0"
"NM_001000111","0","0","0","0","0","0","0","0","0"
"NM_001000112","0","0","0","0","0","0","0","0","0"
"NM_001000539","0","0","0","0","0","0","0","0","0"
"NM_001000768","0","0","0","0","0","0","0","0","0"
"NM_001000113","0","0","0","0","0","0","0","0","0"
"NM_001109138","0","0","0","0","0","0","0","0","0"
"NM_001008557","60","68","56","37","56","42","98","111","135"
"NM_001134609","12","8","8","4","10","12","12","0","2"
"NM_022633","0","0","0","0","0","0","0","0","0"
"NM_001169143","240","267","285","368","331","326","265","222","252"
"NM_001108904","392","328","295","275","335","383","293","327","314"
"NM_001107474","0","0","0","0","4","0","0","0","0"
"NM_001172164","0","0","0","0","0","0","0","0","0"
"NM_001169149","0","0","0","0","0","0","0","0","0"
"NM_001167551","0","0","0","0","0","0","0","0","0"
"NM_001166675","34","24","32","82","116","146","68","54","32"
"NM_057136","2558","3094","2698","2500","2655","2421","1987","2023","1714"
"NM_001106222","0","0","0","0","0","0","0","0","0"
"NM_001108905","158","209","181","256","250","319","197","206","150"
"NM_001106223","228","273","298","289","358","454","235","278","219"
"NM_001134544","193","219","185","148","133","131","139","128","126"
"NM_001317059","33","28","34","12","24","25","17","18","6"
"NM_001126276","30","20","15","8","20","14","18","8","36"
"NM_001127539","0","0","0","0","0","0","0","0","0"
"NM_001145175","4","6","2","4","4","7","8","4","6"
"NM_001108466","18","26","22","30","30","14","22","16","22"
"NM_001106224","337","444","362","517","620","818","471","439","347"
"NM_001008367","493","705","611","505","487","393","838","1053","779"
"NM_001039085","6","6","5","6","2","4","0","2","0"
"NM_133519","0","0","2","2","4","0","0","0","0"
