"gene_id","SRR1177997","SRR1177999","SRR1178002","SRR1178014","SRR1178021","SRR1178047","SRR1177963","SRR1177964","SRR1177965"
"NM_001108113","92","114","63","70","56","84","66","90","60"
"NM_013173","872","1021","928","1141","1569","1578","755","842","635"
"NM_001134714","811","772","673","556","528","567","595","601","802"
"NM_001012223","166","147","150","114","105","137","159","176","132"
"NM_182817","780","587","600","559","411","662","648","641","473"
"NM_001013107","3640","3925","3761","3619","4245","3834","3622","3554","3689"
"NM_012552","659","600","547","169","88","163","735","844","506"
"NM_138894","46","56","61","33","28","37","32","37","21"
"NM_022441","184","172","176","130","95","130","122","118","124"
"NR_132098","8","11","11","8","6","4","6","2","6"
"NM_199230","273","320","286","221","246","277","258","263","208"
"NM_024388","29","34","20","36","29","217","24","15","40"
"NM_001271114","0","0","0","0","0","0","0","0","0"
"NM_001008815","2","0","0","0","2","1","0","0","0"
"NM_001007659","16","31","23","27","35","42","23","21","29"
"NM_001014267","0","0","0","0","0","0","0","0","0"
"NM_001008813","0","0","0","0","0","0","0","2","0"
"NM_001008810","0","0","0","0","0","0","0","0","0"
"NM_001008814","0","1","0","1","0","0","0","0","0"
"NM_001008803","0","0","0","0","0","0","0","0","0"
"NM_001008828","4","9","3","7","6","10","2","3","3"
"NM_001008825","2","5","2","4","3","3","3","4","1"
"NM_001008812","0","0","0","1","0","0","0","0","0"
"NM_001008811","0","0","0","0","0","0","0","0","0"
"NM_001008808","0","2","0","0","0","0","0","0","0"
"NM_001008809","2","1","0","1","0","1","5","0","4"
"NM_001008899","157","157","62","141","70","57","71","166","159"
"NM_001008802","20","19","13","19","17","8","20","9","13"
"NM_001008807","0","0","0","2","0","0","0","0","2"
"NM_001008806","9","27","23","56","91","41","34","22","18"
"NM_001008805","2","9","11","0","11","4","8","4","7"
"NM_199370","2978","3100","2848","6580","13252","17364","4570","3641","3762"
"NM_013104","22","23","17","32","24","26","23","11","22"
"NM_001191790","384","411","432","559","747","943","341","342","346"
"NM_001008324","4426","4818","4277","6837","8840","9746","5852","5265","5755"
"NM_013171","39","39","63","31","38","83","9","28","27"
"NM_021750","42","100","67","179","53","21","71","87","81"
"NM_001134454","50","101","60","33","11","11","53","83","57"
"NM_001135250","3","14","7","10","2","12","1","4","1"
"NM_001135249","8","16","0","3","5","14","4","2","6"
"NM_001106795","191","216","192","248","321","404","238","211","183"
"NM_001106794","806","892","730","1040","1369","1346","876","750","744"
"NM_001037632","0","0","0","0","0","0","0","0","0"
"NM_181374","0","0","0","0","0","0","0","0","0"
"NM_001170602","23","52","28","68","28","183","83","44","32"
"NM_001005545","334","346","307","425","606","516","326","309","286"
"NM_013055","274","344","353","383","507","546","355","369","290"
"NM_001013223","2680","2735","2501","2267","3504","4026","2957","3107","2730"
"NM_030998","24","11","15","42","28","50","27","33","23"
"NM_001034941","211","257","206","283","342","396","247","213","224"
"NM_001008379","433","495","475","489","465","724","350","246","266"
"NM_133556","3630","4005","3721","3854","4639","4513","4021","4166","3517"
"NM_139190","876","908","823","610","781","806","1022","844","825"
"NR_104335","0","0","0","0","0","0","0","0","0"
"NM_001013245","1090","1318","1262","1508","1778","1892","1426","1558","1296"
"NM_001308639","0","0","0","0","0","0","0","0","0"
"NM_001308636","0","0","0","0","0","0","0","0","0"
"NR_031913","0","0","0","0","0","0","0","0","0"
"NR_032748","0","0","0","0","0","0","0","0","0"
"NM_001108116","0","0","0","0","0","0","0","0","0"
"NM_001109884","0","0","0","0","0","0","0","0","0"
"NM_001106796","0","0","0","0","0","0","0","0","0"
"NM_001100907","0","0","0","0","0","0","0","0","0"
"NM_001177326","0","0","0","0","0","0","0","0","0"
"NM_177934","44","43","34","41","53","52","57","43","49"
"NM_001012224","188","24","97","40","14","24","18","18","16"
"NM_001108117","3786","4197","3932","4032","4510","4251","3232","3468","3025"
"NM_001106797","225","303","201","229","286","398","255","233","254"
"NM_017248","1068","957","990","936","2070","2468","1796","1755","1788"
"NM_001135089","0","0","0","0","0","0","0","0","0"
"NM_001135088","2","1","0","0","0","0","2","2","0"
"NM_001109470","2","0","0","0","0","0","0","0","0"
"NM_001079707","0","0","0","0","0","0","2","0","0"
"NM_001109509","0","0","0","0","0","2","0","0","2"
"NM_001108118","1670","2150","1732","1414","1027","1549","1222","1093","1035"
"NM_022710","2","0","0","0","4","2","0","2","2"
"NM_001108119","368","287","382","257","241","307","167","176","209"
"NM_012794","0","0","0","0","0","0","0","0","0"
"NM_022676","0","2","0","0","0","0","0","2","2"
"NM_019171","0","0","0","0","0","0","0","0","0"
"NM_001106829","362","437","318","322","319","319","310","257","253"
"NM_001047965","463","460","530","56","10","16","91","157","169"
"NM_023962","10","5","10","9","4","7","4","2","7"
"NM_001113185","2","3","3","0","0","0","0","2","0"
"NM_001113184","0","0","0","0","0","0","0","0","0"
"NM_017263","0","0","0","0","0","0","0","0","0"
"NM_130422","174","34","162","434","303","453","16","3","89"
"NM_001271133","6","2","6","0","0","0","2","2","7"
"NM_001191791","1175","1306","1254","1012","860","1034","894","932","846"
"NM_001135799","43","34","47","57","81","75","30","34","24"
"NM_017297","6","4","2","2","6","18","2","4","4"
"NM_053848","4","24","25","29","2","8","12","27","7"
"NM_012555","1725","2267","1883","1677","1556","1954","1559","1846","1370"
"NM_024140","28","42","22","16","14","18","26","16","12"
"NM_001048215","0","0","6","2","4","0","0","2","0"
"NM_001105745","0","0","2","2","0","0","0","0","0"
"NM_001191792","108","109","134","80","95","79","87","54","53"
"NM_053519","370","640","517","547","496","314","2457","2407","2302"
"NM_001106820","358","384","322","510","655","978","586","434","410"
"NM_017085","0","2","0","0","0","3","0","0","2"
"NM_001195564","314","377","315","274","324","352","268","272","228"
"NM_001014091","0","0","0","0","0","0","0","0","0"
"NM_001013040","582","664","672","716","596","870","572","701","618"
"NM_001108155","17","48","24","42","26","102","62","35","32"
"NM_020090","2","2","0","0","0","0","0","0","0"
"NM_053345","203","191","168","157","326","285","291","211","248"
"NM_001109002","95","191","179","89","92","112","134","80","84"
"NM_022288","48","73","43","59","97","124","63","44","46"
"NM_173146","0","0","0","0","0","0","0","0","0"
"NM_001037651","39","68","38","4","0","4","14","30","40"
"NM_001109378","0","0","0","0","0","0","0","0","0"
"NM_019267","2242","2658","3440","2411","2223","1502","2008","2394","1239"
"NM_001108179","845","1014","1002","625","727","666","679","653","684"
"NM_001104528","20","10","14","26","6","4","4","10","4"
"NM_134377","2","2","4","2","4","4","0","3","0"
"NM_001105724","64","34","48","39","132","180","61","43","47"
"NM_001106856","701","695","712","353","357","873","271","230","347"
"NM_001109003","15","3","21","10","4","6","2","2","2"
"NM_019265","0","0","0","0","0","0","0","0","0"
"NM_053722","532","642","606","565","675","634","516","460","372"
"NM_023956","12","2","14","6","0","0","6","6","4"
"NM_001024357","844","949","794","736","818","785","699","673","671"
"NM_023024","186","149","150","194","381","262","261","240","224"
"NM_133523","4","0","2","12","2","24","0","0","2"
"NM_053559","0","2","2","4","2","8","6","0","2"
"NM_053746","0","0","0","0","0","0","0","0","0"
"NM_001108124","254","209","207","238","330","281","305","286","223"
"NM_001144870","2","2","0","0","2","0","2","0","2"
"NM_138544","0","0","8","2","6","0","0","0","0"
"NM_001135018","1856","1921","1700","1089","1420","1249","1558","1404","1270"
"NM_021760","52","52","40","30","52","169","54","42","42"
"NM_001025700","178","175","180","177","241","230","181","153","145"
"NM_001134715","442","480","534","366","343","479","247","324","306"
"NM_175762","3254","3715","3593","6146","8739","5742","2247","1983","1723"
"NM_013199","1599","1875","1658","1866","2343","2473","1367","1454","1273"
"NM_001309457","8","2","5","0","6","3","2","10","8"
"NM_001106808","0","0","0","0","0","0","2","0","0"
"NM_001108132","23","27","41","27","33","55","23","22","26"
"NM_054003","0","0","0","0","0","0","0","0","0"
"NM_001024358","2","2","4","0","2","2","2","0","0"
"NM_001004269","199","210","299","447","483","356","159","161","136"
"NM_017354","16","4","11","10","6","8","34","45","60"
"NM_001033067","0","0","2","1","2","4","4","0","0"
"NM_001017381","88","122","120","76","101","106","62","44","78"
"NM_001245924","0","0","0","0","0","0","0","0","0"
"NM_001034150","8382","8515","6848","9442","13723","13003","6976","6806","6076"
"NM_203337","564","682","616","544","612","579","409","421","423"
"NM_017358","269","391","368","332","499","260","288","246","274"
"NM_001134749","5998","6003","5548","9194","13086","13497","5825","5887","5519"
"NM_001271279","0","0","0","0","0","0","0","0","0"
"NM_001271278","0","0","0","0","0","0","0","0","1"
"NM_001305215","56","75","53","56","43","44","28","40","39"
"NM_001000598","0","0","0","0","0","0","0","0","0"
"NM_139097","0","0","4","4","2","8","4","4","6"
"NM_001191616","54","72","34","47","33","64","64","71","54"
"NR_126581","30","12","18","8","8","10","8","14","14"
"NM_012572","2","4","0","4","16","10","6","0","0"
"NM_001106814","2","0","2","0","0","0","0","9","4"
"NM_001013246","2447","2910","2308","2558","3505","3335","2431","2381","2674"
"NM_001100476","1840","1448","1034","1232","850","946","992","834","706"
"NM_053774","30","40","159","54","447","81","160","108","112"
"NM_001109292","600","661","589","330","687","660","636","661","591"
"NM_013168","808","953","796","1244","1279","1127","1016","1043","894"
"NM_001008880","4","0","2","0","2","0","5","0","0"
"NM_001007662","5761","6012","5420","6728","10144","9029","4487","4595","4016"
"NM_001108141","2","2","0","0","0","0","0","0","0"
"NM_019246","672","714","695","860","1053","1068","689","779","664"
"NM_022005","117","148","134","112","72","105","73","84","68"
"NM_001012201","495","616","411","615","448","525","579","824","559"
"NM_001013181","68","171","693","205","100","200","510","1617","1416"
"NM_001108144","444","622","475","374","324","632","443","445","386"
"NM_001108143","443","437","500","687","732","719","511","485","459"
"NM_024394","0","0","0","0","0","0","0","0","0"
"NM_012547","0","0","0","0","0","0","0","0","0"
"NM_031521","2","14","8","1","4","14","20","4","8"
"NM_001191997","27","17","25","25","25","27","27","13","27"
"NM_001109000","385","418","471","620","777","814","655","542","551"
"NM_031025","479","724","605","570","998","879","576","595","567"
"NM_001005889","6266","7077","6259","5224","4831","4827","5116","5630","5339"
"NM_001103354","0","0","0","0","0","0","0","0","0"
"NM_001108147","366","353","328","384","571","526","468","494","481"
"NM_001191579","0","0","0","0","0","0","0","0","0"
"NM_001024265","282","361","246","252","418","233","563","494","537"
"NM_022863","2256","2441","1806","2657","2753","3204","2173","2325","2043"
"NM_181382","0","0","0","0","0","0","0","0","0"
"NM_134389","40","58","70","43","32","87","26","22","30"
"NM_052806","0","0","0","0","0","0","4","10","4"
"NM_001109294","0","0","0","0","2","2","0","0","0"
"NM_001108149","257","412","318","338","487","500","357","297","326"
"NM_001108150","274","322","344","339","421","336","345","387","311"
"NM_001108153","6","10","10","5","13","18","10","11","10"
"NM_023955","904","1061","992","948","1141","1114","766","806","578"
"NM_001109001","135","151","136","124","195","184","56","108","75"
"NM_031726","83","84","100","63","107","132","82","55","39"
"NM_019380","1258","1238","1367","1840","1911","2176","1346","1159","1021"
"NM_001106825","38","31","32","50","1","40","0","24","21"
"NM_021658","0","0","0","0","0","2","0","0","0"
"NM_134335","309","326","298","356","466","586","174","221","198"
"NM_001106826","361","374","377","369","343","439","365","389","323"
"NM_001012355","26","33","26","18","14","45","29","49","34"
"NM_001134469","37","63","43","48","27","49","14","34","35"
"NM_001108156","22","10","8","8","2","8","4","6","4"
"NM_001106830","2","0","4","2","7","5","6","8","14"
"NM_017246","0","0","0","0","0","0","0","0","0"
"NM_001033987","0","2","2","2","0","0","0","0","3"
"NM_013095","467","611","503","481","514","717","499","358","396"
"NM_031152","1796","1807","1602","2497","2729","2859","1801","1776","1405"
"NM_031643","882","1031","942","1486","1723","2671","963","948","816"
"NM_001108768","515","605","487","399","441","415","785","691","610"
"NM_001134981","320","339","316","262","435","505","274","297","305"
"NM_001014093","810","1030","756","1109","1083","1434","654","815","662"
"NM_001173371","164","185","113","198","244","311","236","142","134"
"NM_001006987","1639","1702","1428","1594","1743","2054","1221","1141","1144"
"NM_053411","163","217","181","152","232","304","149","152","162"
"NM_001080756","22","10","8","138","476","255","0","4","0"
"NM_153317","192","170","184","157","212","253","130","129","150"
"NM_019905","353","331","343","438","1089","2674","216","183","204"
"NM_173101","988","1139","945","842","1128","1141","1097","1133","933"
"NM_019254","773","774","698","801","1041","1051","749","740","660"
"NM_001108163","0","2","2","0","2","0","2","0","0"
"NM_001106836","677","636","554","739","835","968","626","659","584"
"NM_012597","10135","15278","13068","3766","2155","2686","6639","6497","4645"
"NM_013176","434","478","447","471","720","698","365","424","416"
"NM_001014211","26","54","18","46","28","28","17","30","28"
"NM_053896","26","12","8","15","25","30","12","10","26"
"NM_001108164","5083","5895","4594","5209","5512","5898","4509","4665","4082"
"NM_022960","6062","5570","5511","1358","1327","1355","1961","1907","1734"
"NM_001108165","453","451","413","466","660","767","550","486","438"
"NM_012986","7276","7796","6803","7771","10540","10988","7191","6432","6544"
"NM_001127490","1035","1041","964","813","976","748","806","776","813"
"NM_001191117","0","2","0","2","2","4","4","4","2"
"NM_017317","198","243","199","104","68","126","100","143","144"
"NM_001108770","1176","1221","920","1062","1422","1362","1114","1076","1093"
"NM_001135719","0","2","2","6","0","0","2","2","0"
"NM_031622","2085","2474","2110","2589","3214","3921","2024","2273","1829"
"NM_001108168","348","355","317","281","257","278","173","179","214"
"NM_053856","2","14","2","4","0","6","0","2","0"
"NM_022178","82","74","82","111","210","250","66","62","77"
"NM_001011997","499","556","486","632","734","981","431","442","399"
"NM_001108169","6","2","0","10","10","2","10","23","36"
"NM_001191998","2","0","0","0","0","0","0","0","0"
"NM_001276472","14","12","8","4","16","15","3","10","14"
"NM_013074","0","0","0","0","0","0","0","0","0"
"NM_001014268","10","7","6","6","8","38","10","16","18"
"NM_138886","609","619","513","847","1028","854","441","522","445"
"NM_023958","0","0","0","0","0","2","0","0","0"
"NM_001191796","0","0","0","0","0","0","2","2","3"
"NM_001013954","28","15","20","17","25","29","14","16","11"
"NM_031728","0","0","0","0","4","0","0","2","0"
"NM_001039610","92","79","83","178","158","166","54","64","78"
"NM_012600","2284","5951","4277","9221","4117","5613","27644","31308","19287"
"NM_001008560","2","0","0","0","0","0","12","2","2"
"NM_001108774","0","1","2","0","0","8","0","4","0"
"NM_001134531","241","329","287","295","299","197","316","679","575"
"NM_001011999","4521","4519","4309","4000","6317","6551","3978","4230","3730"
"NM_001170531","0","0","0","2","0","0","0","0","0"
"NM_001108175","785","1058","915","740","740","757","698","715","591"
"NM_001108176","0","0","0","0","0","0","0","0","0"
"NM_001014094","51","40","62","42","37","62","26","20","32"
"NM_001271438","227","318","284","172","101","177","144","138","182"
"NM_053558","40","21","24","38","39","61","9","28","26"
"NM_001305240","319","307","294","245","393","356","262","252","273"
"NM_001106849","18","26","38","30","28","52","86","144","159"
"NM_001007710","543","663","478","306","441","300","198","291","225"
"NM_012640","8","4","8","2","4","8","42","28","14"
"NM_001013224","527","386","443","310","442","338","246","341","356"
"NM_053481","572","598","431","624","727","661","710","817","641"
"NM_001106851","438","473","499","503","714","618","346","341","304"
"NM_001108180","0","15","2","0","0","1","0","0","0"
"NM_080402","653","724","654","861","947","907","741","744","604"
"NM_001108181","5639","6856","7122","7571","8056","5844","15952","23613","14751"
"NM_001108182","43","72","58","50","73","71","36","66","53"
"NM_001271182","0","2","4","4","0","5","2","0","0"
"NM_001108777","811","946","860","696","980","865","848","841","826"
"NM_001134520","862","1067","649","701","783","730","871","1039","703"
"NM_001354204","1001","888","807","1150","1368","1514","1121","1007","1016"
"NM_001106854","6","21","24","14","2","16","2","5","4"
"NM_001108186","775","799","702","809","998","1049","797","815","751"
"NM_175592","19","21","9","16","48","23","9","8","13"
"NM_019264","578","611","640","821","1389","851","964","887","926"
"NM_019333","40","64","34","60","23","43","28","40","49"
"NM_019146","6","14","14","6","10","0","145","141","173"
"NM_031320","2","2","8","10","10","14","2","8","10"
"NM_001108783","288","253","271","420","333","421","311","372","262"
"NM_001106861","951","1048","944","1116","1377","1693","1084","965","1003"
"NM_001108782","164","162","162","299","287","300","269","215","194"
"NM_001108189","1743","1566","1334","1516","1930","1883","1809","1738","1691"
"NM_001024278","2621","2900","2329","3621","2973","4650","1829","1759","1939"
"NM_001024761","481","536","473","797","884","1207","571","661","600"
"NM_001191800","4","6","2","0","0","4","31","34","2"
"NM_001191799","4","8","2","17","33","8","7","2","0"
"NM_001135045","2","0","0","0","0","0","0","0","0"
"NM_001007003","483","542","450","652","1007","1002","663","655","642"
"NM_212524","908","1130","752","791","627","662","1515","2279","1738"
"NM_001191080","2457","3285","2876","2964","4086","3773","2224","2179","2025"
"NM_001160162","0","0","0","0","0","0","0","0","0"
"NM_031554","44","42","24","20","36","30","43","41","34"
"NM_017247","0","2","0","0","0","0","0","0","2"
"NM_001108194","639","709","647","868","1312","1591","1240","1109","1013"
"NM_013125","9","4","4","0","0","0","2","2","0"
"NM_133534","20","20","17","8","12","37","8","8","8"
"NM_178106","0","4","0","0","2","0","0","0","0"
"NM_182844","12","12","8","11","12","21","6","6","6"
"NM_022713","89","85","86","64","49","85","152","179","109"
"NM_001110838","514","489","641","424","375","363","489","542","466"
"NM_001012128","284","222","214","239","307","323","296","283","258"
"NM_001357497","0","0","0","0","0","0","0","0","0"
"NM_001106870","2737","3277","2915","3267","3648","3443","1699","1830","1721"
"NM_001108787","447","578","601","588","749","782","677","770","673"
"NM_133296","12","6","10","2","2","0","5","6","3"
"NM_053798","0","0","0","0","0","0","0","0","0"
"NM_001108121","211","239","196","211","275","225","182","258","201"
"NM_001106798","767","890","696","891","1051","1094","1020","1153","908"
"NM_012762","111","98","133","104","105","172","84","56","62"
"NM_053736","277","208","318","614","863","1023","103","142","350"
"NM_001085475","0","0","0","0","0","0","0","0","0"
"NM_133530","0","1","0","2","2","8","0","0","2"
"NM_001009696","516","573","504","740","867","1081","650","672","539"
"NM_053963","10","16","12","22","20","78","14","0","10"
"NM_133514","0","0","0","0","0","0","0","0","0"
"NM_022221","0","3","0","0","6","2","0","2","10"
"NM_001106799","2","12","10","0","4","14","0","2","0"
"NM_001134530","0","0","0","0","0","0","0","0","0"
"NM_001106800","0","0","0","10","39","58","7","33","10"
"NM_012864","0","0","0","0","0","2","0","0","0"
"NM_021752","1277","1401","859","964","1037","941","1013","1441","797"
"NM_001014205","2796","2836","2692","2430","2512","2718","2184","2093","1828"
"NM_023987","178","169","126","285","314","847","213","206","196"
"NM_001034002","722","854","721","698","1002","996","701","579","536"
"NM_001039174","9","8","2","6","10","42","20","28","14"
"NM_022847","0","1","0","21","63","58","0","0","2"
"NM_001108122","146","159","181","234","264","272","209","216","209"
"NM_001007660","84","108","81","80","111","108","80","72","88"
"NM_001108123","1002","1038","1062","1189","1680","1805","1224","1230","1092"
"NM_001108994","296","249","285","281","330","392","298","276","253"
"NM_001108125","351","371","308","395","337","466","271","324","275"
"NM_001079712","1","2","0","0","0","2","0","0","0"
"NM_001024987","536","538","520","586","842","830","681","655","619"
"NM_001126283","379","335","309","447","528","576","410","481","404"
"NM_080411","0","0","0","0","0","0","2","0","0"
"NM_022219","70","80","48","67","72","62","52","42","54"
"NM_022279","257","386","332","311","447","418","299","307","300"
"NM_001109289","0","0","0","0","0","0","0","0","0"
"NM_199397","0","0","0","0","0","0","0","0","0"
"NM_001270549","0","0","0","0","0","0","0","0","0"
"NM_001270548","0","0","0","0","0","0","0","0","0"
"NM_001191993","8","6","4","2","0","4","2","0","0"
"NM_001014207","132","130","126","274","593","548","234","250","291"
"NM_001106801","195","243","218","181","234","234","205","146","217"
"NM_001271048","134","338","323","98","144","125","158","126","141"
"NM_001014206","2416","3320","2466","2720","2833","1752","1811","1885","1186"
"NM_001014087","9","3","3","4","6","6","3","0","6"
"NM_001134584","451","559","461","451","429","428","199","171","179"
"NM_001108127","72","79","111","92","115","121","71","72","58"
"NM_001100641","0","0","0","0","0","0","0","0","0"
"NM_001047979","0","0","0","0","0","0","0","0","0"
"NM_001047964","0","0","0","0","0","0","0","0","0"
"NM_001106802","2","4","5","4","1","4","2","9","2"
"NM_001108128","534","607","650","1127","1509","1689","656","746","689"
"NM_001000885","0","0","0","0","0","0","0","0","0"
"NM_001000884","0","0","0","0","0","0","0","0","0"
"NM_001000883","0","0","0","0","0","0","0","0","0"
"NM_001000988","0","0","0","0","0","0","0","0","0"
"NM_001106803","0","0","0","0","0","0","0","0","0"
"NM_001000516","0","0","0","0","0","0","0","0","0"
"NM_001000882","0","0","0","0","0","0","0","0","0"
"NM_001000426","0","0","0","0","0","0","0","0","0"
"NM_001000881","0","0","0","0","0","0","0","0","0"
"NM_001000880","0","0","0","0","0","0","0","0","0"
"NM_001000987","0","0","0","0","0","0","0","0","0"
"NM_001000879","0","0","0","0","0","0","0","0","0"
"NM_001000428","0","0","0","0","0","0","0","0","0"
"NM_001000986","0","0","0","0","0","0","0","0","0"
"NM_001000878","0","0","0","0","0","0","0","0","0"
"NM_001001079","0","0","0","0","0","0","0","0","0"
"NM_001001080","0","0","0","0","0","0","0","0","0"
"NM_001000427","0","0","0","0","0","0","0","0","0"
"NM_001000877","0","0","0","0","0","0","0","0","0"
"NM_001001017","0","0","0","0","0","0","0","0","0"
"NM_001000876","0","0","0","0","0","0","0","0","0"
"NM_001000429","0","0","0","0","0","0","0","0","0"
"NM_001000431","0","0","0","0","0","0","0","0","0"
"NM_001000875","0","0","0","0","0","0","0","0","0"
"NM_001000874","0","0","0","0","0","0","0","0","0"
"NM_001000432","0","0","0","0","0","0","0","0","0"
"NM_001000433","0","0","0","0","0","0","0","0","0"
"NM_001134634","539","564","548","448","482","537","531","605","468"
"NM_001000873","0","0","0","0","0","0","0","0","0"
"NM_001000872","0","0","0","0","0","0","0","0","2"
"NM_001000871","0","0","0","0","0","0","0","0","0"
"NM_001000985","0","0","0","0","0","0","0","0","0"
"NM_001000870","0","0","0","0","0","0","0","0","0"
"NM_001000869","0","0","0","0","0","0","0","0","0"
"NM_001000984","0","0","0","0","0","0","0","0","0"
"NM_001000868","0","0","0","0","0","0","0","0","0"
"NM_001000867","0","0","0","0","0","0","0","0","0"
"NM_001000434","0","0","0","0","0","0","0","0","0"
"NM_001001005","0","0","0","0","0","0","0","0","0"
"NM_001000983","0","0","0","0","0","0","0","0","0"
"NM_001001016","0","0","0","0","0","0","0","0","0"
"NM_001101022","0","0","0","0","0","0","0","0","0"
"NM_001000865","0","0","0","0","0","0","0","0","0"
"NM_001000864","0","0","0","0","0","0","0","0","0"
"NM_001000982","0","0","0","0","0","0","0","0","0"
"NM_001000862","0","0","0","0","0","0","0","0","0"
"NM_001000981","0","0","0","0","0","0","0","0","0"
"NM_001000859","0","0","0","0","0","0","0","0","0"
"NM_001000594","0","0","0","0","0","0","0","0","0"
"NM_001108995","355","348","319","291","378","278","286","289","350"
"NM_001079943","139","153","110","103","92","116","143","104","106"
"NM_001134585","132","140","168","186","173","296","143","139","147"
"NM_001048243","1141","1226","1106","1239","1212","1296","872","892","897"
"NM_001015017","6","4","0","0","2","4","2","2","2"
"NM_001106701","443","456","408","625","672","856","478","493","476"
"NM_001011980","319","238","228","824","1239","1307","646","710","629"
"NM_001106702","462","493","471","439","320","372","266","238","327"
"NM_001168593","0","0","0","0","2","2","6","2","2"
"NM_001013095","905","989","939","2189","3246","3337","1371","1346","1293"
"NM_001025054","1005","1274","1045","1873","1594","2093","804","581","561"
"NM_012967","942","1112","773","1980","2869","5056","684","498","632"
"NM_053354","514","546","466","545","677","980","480","511","439"
"NM_001172077","6","6","2","16","2","13","2","0","0"
"NM_001108754","1087","1160","1071","1224","1035","1481","992","1214","1041"
"NM_017192","294","285","165","340","190","628","246","186","81"
"NM_001108002","301","237","259","479","759","727","367","346","275"
"NM_053743","2282","2495","1963","3365","4127","5167","2308","2460","2124"
"NM_001013939","516","499","492","482","635","579","485","432","397"
"NM_001172079","44","72","35","32","28","9","10","12","4"
"NM_001257347","1165","1569","1333","1125","1167","1340","1013","1018","882"
"NM_013101","49","38","42","48","32","58","50","34","36"
"NM_021775","18","10","8","8","0","4","4","4","4"
"NM_057152","1288","1667","1276","1678","1689","1810","1393","1304","1065"
"NM_001108996","10","4","4","2","2","2","6","4","2"
"NM_053412","484","485","470","674","848","1174","645","592","536"
"NM_022250","56","68","67","167","177","381","124","126","99"
"NM_001034088","0","0","0","0","0","0","0","0","0"
"NM_001014208","553","558","466","765","1244","1263","432","490","413"
"NM_001030041","3","2","8","4","6","4","2","5","5"
"NM_001108129","896","988","860","1238","1204","1247","872","950","898"
"NM_001109624","155","155","161","87","119","227","88","59","123"
"NM_001013432","326","354","334","343","409","417","331","382","269"
"NM_134368","1440","1597","1314","1848","2539","2539","1397","1234","1204"
"NM_001108997","436","733","479","382","353","421","367","412","338"
"NM_001270413","1461","1976","1449","1470","1293","1371","1067","1131","997"
"NM_001271710","1417","656","947","1350","1066","1356","951","994","972"
"NM_017002","12","10","4","8","10","4","0","16","9"
"NM_001106805","203","244","184","137","115","211","150","168","164"
"NM_001108755","212","248","178","250","436","318","256","238","197"
"NM_080580","106","148","80","578","1237","1005","181","146","62"
"NM_001106804","6320","7406","6691","9774","7116","7598","6624","6492","5923"
"NM_001005881","73","103","81","98","84","111","65","106","89"
"NM_001106806","3002","3211","2792","4153","5247","5720","2850","2789","2748"
"NM_001126098","491","535","383","745","826","929","421","442","390"
"NM_172324","0","0","2","0","0","0","0","0","0"
"NM_001106807","80","80","80","61","66","92","60","92","49"
"NM_031747","4","10","14","8","6","4","4","6","0"
"NM_001006986","1219","1461","1312","1474","1621","1580","1382","1377","1312"
"NM_001108756","44","32","48","39","53","41","32","54","57"
"NM_001033072","211","224","243","312","383","382","218","227","243"
"NM_001024988","484","628","488","553","664","872","451","421","466"
"NM_001113740","0","0","0","0","0","0","0","0","0"
"NM_022616","0","0","0","0","0","0","0","0","0"
"NM_001014088","590","392","315","429","425","653","144","175","113"
"NM_001192018","47","34","42","53","34","43","55","35","39"
"NM_001009524","0","0","0","0","0","0","0","0","0"
"NM_001034000","125","143","166","150","191","265","153","128","117"
"NM_134384","0","0","0","0","0","0","0","0","0"
"NM_001108131","829","1020","869","825","1232","1093","643","941","643"
"NM_001106810","38","28","18","30","22","32","34","48","50"
"NM_053635","78","78","70","91","56","102","35","27","34"
"NM_001034942","563","554","409","430","432","498","622","682","638"
"NM_001108133","642","932","791","528","801","741","743","865","702"
"NM_001309301","0","0","0","0","0","0","0","0","0"
"NM_001309299","0","0","0","0","0","0","0","0","0"
"NM_001309298","0","0","0","0","0","0","0","0","0"
"NM_001309297","0","0","0","0","0","0","0","0","0"
"NM_017023","0","0","0","0","0","0","0","0","0"
"NM_153302","262","241","225","312","419","426","246","199","240"
"NM_001025284","231","245","221","273","289","350","255","274","223"
"NM_001025283","221","193","191","183","247","251","232","220","227"
"NM_031630","8","16","7","16","14","24","8","10","9"
"NM_001108134","160","169","176","296","411","466","308","309","277"
"NM_001270389","0","0","0","0","0","0","0","0","0"
"NM_001267781","2","0","0","0","4","1","0","0","0"
"NM_001256529","0","2","0","0","4","2","3","0","0"
"NM_001108757","2","0","0","0","0","0","0","2","2"
"NM_001108758","0","0","0","0","0","0","0","0","0"
"NM_001267780","0","0","0","0","0","0","0","0","0"
"NM_001265586","0","0","0","0","0","0","0","0","0"
"NM_001270387","0","0","0","0","0","0","0","0","0"
"NM_001260483","0","4","4","0","0","0","2","0","0"
"NM_001257094","0","0","0","0","0","0","0","0","0"
"NM_001260484","0","0","0","0","0","0","0","0","0"
"NM_001257095","12100","15257","16354","3110","454","153","9681","5720","8458"
"NM_001256149","3","3","13","0","2","0","3","2","1"
"NM_001256150","13","17","11","2","0","0","6","6","5"
"NM_001034950","98866","92361","83672","49038","24227","15961","49930","57585","54812"
"NM_138537","0","0","0","0","0","0","0","0","0"
"NM_021747","0","0","0","0","0","2","0","0","0"
"NM_080400","277","311","290","219","256","254","462","550","424"
